Date,Ticker,Sector,Open,High,Low,Close,Volume,Market_Cap_B,PE_Ratio,Dividend_Yield,Beta
2024-08-19,TSLA,Automotive,1299.47,1306.23,1290.65,1299.73,1045900.0330699616,2541.04,37.41,0.618,0.84
2024-08-20,TSLA,Automotive,1242.69,1242.04,1230.92,1237.61,2144730.0966944345,2815.3,21.28,1.374,1.53
2024-08-21,TSLA,Automotive,1303.6,1313.28,1289.02,1301.75,9848211.698769705,2083.95,10.46,0.145,1.18
2024-08-22,TSLA,Automotive,1342.83,1359.48,1330.45,1345.72,6095603.679483185,2935.04,25.82,0.707,1.64
2024-08-23,TSLA,Automotive,1263.17,1264.57,1261.99,1263.57,2210119.7572492464,1177.28,22.8,2.754,0.95
2024-08-26,TSLA,Automotive,1178.31,1182.46,1173.39,1177.96,3930565.0015898854,2941.12,19.1,1.535,1.21
2024-08-27,TSLA,Automotive,1241.0,1238.21,1235.86,1237.1,3068055.068063345,3516.0,27.13,0.588,0.61
2024-08-28,TSLA,Automotive,1245.71,1252.53,1231.51,1241.22,1934060.800411901,1130.75,26.89,1.373,0.35
2024-08-29,TSLA,Automotive,1166.31,1174.58,1154.19,1164.18,653353.8029575142,1527.6,34.74,3.429,1.34
2024-08-30,TSLA,Automotive,1142.84,1149.24,1141.62,1145.2,1754273.7359074268,1737.23,25.64,0.0,0.32
2024-09-02,TSLA,Automotive,1135.05,1141.36,1130.04,1134.72,2649052.995820231,2948.77,7.9,1.829,1.54
2024-09-03,TSLA,Automotive,1156.95,1172.2,1151.56,1161.24,18848112.583719615,1335.88,14.97,0.0,0.96
2024-09-04,TSLA,Automotive,1197.57,1221.26,1185.18,1200.81,5076924.404668834,1788.66,37.79,0.688,1.91
2024-09-05,TSLA,Automotive,1204.9,1214.82,1200.03,1207.28,3057515.6537689012,1614.29,27.11,0.088,1.53
2024-09-06,TSLA,Automotive,1196.07,1212.7,1192.24,1201.2,4671645.146382041,2442.31,30.91,1.613,0.9
2024-09-09,TSLA,Automotive,1187.0,1194.21,1171.66,1182.45,3910196.9431963866,2971.05,33.67,0.0,0.87
2024-09-10,TSLA,Automotive,1237.21,1264.63,1222.15,1241.9,2011634.092426864,2174.08,19.38,1.227,1.58
2024-09-11,TSLA,Automotive,1227.2,1233.45,1215.91,1224.79,3147034.2811737494,826.24,26.16,1.121,1.44
2024-09-12,TSLA,Automotive,1248.24,1268.86,1225.34,1248.17,2560765.851869984,3227.88,22.93,3.664,0.64
2024-09-13,TSLA,Automotive,1206.51,1204.97,1200.12,1202.52,1134580.0894720992,2598.71,15.55,2.93,1.5
2024-09-16,TSLA,Automotive,1153.17,1158.34,1137.01,1150.4,2213366.64552112,2929.94,12.84,0.0,0.77
2024-09-17,TSLA,Automotive,1162.25,1164.63,1152.86,1159.24,3061555.2865316253,2972.1,13.3,3.06,1.33
2024-09-18,TSLA,Automotive,1144.06,1153.37,1136.71,1145.0,4480176.944285424,2719.0,22.29,0.635,0.71
2024-09-19,TSLA,Automotive,1094.69,1093.7,1087.24,1091.05,3355136.6439040108,1268.94,25.21,2.687,1.16
2024-09-20,TSLA,Automotive,1075.47,1090.72,1066.31,1079.84,6447696.973178455,1259.7,19.1,2.898,1.47
2024-09-23,TSLA,Automotive,1174.29,1184.96,1162.35,1174.95,2847200.452822564,1481.85,12.54,0.0,0.71
2024-09-24,TSLA,Automotive,1180.39,1185.75,1166.26,1174.58,8130113.6806431655,1454.65,30.7,0.345,1.23
2024-09-25,TSLA,Automotive,1168.64,1164.4,1162.32,1163.43,3776091.1773803597,3470.93,15.44,0.0,1.35
2024-09-26,TSLA,Automotive,1147.64,1166.87,1139.8,1152.45,4552046.456725911,750.5,12.21,1.254,1.28
2024-09-27,TSLA,Automotive,1202.83,1209.11,1197.13,1201.95,4010448.898718094,3387.63,22.75,0.0,1.46
2024-09-30,TSLA,Automotive,1194.84,1202.85,1192.95,1197.05,2348930.3293675296,2132.22,34.37,1.32,1.69
2024-10-01,TSLA,Automotive,1211.41,1210.5,1205.9,1208.65,5182150.1447707275,1611.05,24.15,1.661,0.48
2024-10-02,TSLA,Automotive,1243.1,1245.61,1231.0,1240.18,2177028.481679213,2985.13,27.69,0.55,1.46
2024-10-03,TSLA,Automotive,1291.54,1304.64,1288.95,1298.03,1685044.3090879123,1897.16,18.09,2.915,0.71
2024-10-04,TSLA,Automotive,1270.65,1285.82,1249.49,1266.27,3967167.6512653036,869.95,15.05,1.671,1.05
2024-10-07,TSLA,Automotive,1221.5,1228.25,1220.55,1224.89,3132446.66058778,2826.8,11.9,2.714,1.56
2024-10-08,TSLA,Automotive,1201.07,1202.19,1191.28,1195.5,1904255.6848969485,2510.25,19.71,0.569,0.98
2024-10-09,TSLA,Automotive,1228.99,1230.36,1216.04,1224.03,3513677.4092622595,3366.9,25.0,3.785,0.52
2024-10-10,TSLA,Automotive,1254.25,1265.19,1252.73,1258.14,5324706.640340395,2464.4,24.33,1.329,1.62
2024-10-11,TSLA,Automotive,1269.75,1270.92,1264.7,1268.03,2864450.800352395,2102.27,36.38,0.761,1.29
2024-10-14,TSLA,Automotive,1310.07,1327.57,1301.33,1312.75,10032760.020885486,801.09,11.6,2.093,1.3
2024-10-15,TSLA,Automotive,1344.02,1360.1,1339.99,1349.38,7352255.916629722,1726.8,24.26,0.96,1.42
2024-10-16,TSLA,Automotive,1326.3,1327.14,1312.76,1321.36,2442183.352623696,1828.38,21.55,2.359,1.54
2024-10-17,TSLA,Automotive,1249.33,1258.22,1246.1,1253.33,1473023.3367591284,2275.63,23.26,2.332,0.4
2024-10-18,TSLA,Automotive,1234.34,1242.49,1222.26,1235.31,3013387.502040557,1118.18,23.17,0.12,1.17
2024-10-21,TSLA,Automotive,1265.13,1267.05,1253.4,1259.78,4505125.0056553325,1171.96,13.12,0.891,1.95
2024-10-22,TSLA,Automotive,1277.37,1292.41,1273.34,1282.81,1006387.1387540764,2879.6,22.18,3.619,2.16
2024-10-23,TSLA,Automotive,1203.75,1211.24,1195.29,1203.14,994575.4973346977,2029.73,27.97,0.022,0.6
2024-10-24,TSLA,Automotive,1105.71,1113.39,1095.92,1104.92,1372760.8773846393,2487.63,28.38,1.836,1.52
2024-10-25,TSLA,Automotive,1135.71,1143.85,1114.01,1132.73,7303422.715562161,899.21,16.84,1.172,0.71
2024-10-28,TSLA,Automotive,1166.01,1171.66,1150.52,1162.2,8843278.885460785,2192.58,16.58,3.47,0.87
2024-10-29,TSLA,Automotive,1177.09,1186.9,1165.87,1177.99,1563723.3964589708,1658.14,18.36,0.786,0.27
2024-10-30,TSLA,Automotive,1219.46,1224.44,1202.17,1216.5,1232331.534031599,737.83,37.24,0.691,0.72
2024-10-31,TSLA,Automotive,1231.7,1241.97,1212.98,1226.67,3845716.6467121695,2837.77,29.36,2.785,1.18
2024-11-01,TSLA,Automotive,1175.36,1176.3,1166.15,1170.84,3602757.222674174,793.56,23.39,0.073,1.09
2024-11-04,TSLA,Automotive,1159.31,1170.59,1148.62,1159.29,1420537.3714360355,1605.79,30.27,3.491,1.25
2024-11-05,TSLA,Automotive,1158.55,1161.16,1153.24,1157.32,1616937.3103698122,2855.72,17.81,1.886,0.7
2024-11-06,TSLA,Automotive,1137.34,1144.96,1127.24,1135.38,2063425.85327643,3250.67,16.24,2.906,1.15
2024-11-07,TSLA,Automotive,1116.71,1126.78,1102.38,1113.16,2418697.1441830485,1901.28,25.69,0.078,0.81
2024-11-08,TSLA,Automotive,1110.75,1116.35,1103.18,1110.67,4047896.3061601426,2360.22,8.02,2.858,1.15
2024-11-11,TSLA,Automotive,1075.38,1088.88,1065.1,1079.57,634171.5081840447,1241.69,23.61,1.49,0.89
2024-11-12,TSLA,Automotive,998.98,1006.54,990.72,1000.13,12414545.91553015,1620.59,20.85,1.694,1.11
2024-11-13,TSLA,Automotive,1007.09,1014.12,997.52,1004.87,4245956.418926607,948.52,18.56,1.085,0.7
2024-11-14,TSLA,Automotive,1050.97,1050.69,1048.6,1049.67,3473627.8233649707,2844.53,23.48,3.415,0.52
2024-11-15,TSLA,Automotive,972.18,990.18,958.48,969.72,2100408.6350847874,2629.5,3.87,0.552,1.32
2024-11-18,TSLA,Automotive,976.32,979.22,972.78,976.32,1811918.6066036555,2781.85,39.42,1.539,1.03
2024-11-19,TSLA,Automotive,939.68,944.95,939.32,942.75,1878125.1162708432,1999.34,17.79,1.873,0.75
2024-11-20,TSLA,Automotive,962.41,977.13,953.58,966.13,2321234.277740269,2639.43,28.86,3.185,1.34
2024-11-21,TSLA,Automotive,979.79,986.61,973.56,979.97,4352543.181271307,1868.05,17.68,1.526,1.21
2024-11-22,TSLA,Automotive,1014.07,1018.72,1015.69,1017.06,7252919.430413964,2482.84,8.72,3.633,1.28
2024-11-25,TSLA,Automotive,992.79,992.38,984.2,988.02,1215303.127183455,1404.93,21.28,0.0,1.07
2024-11-26,TSLA,Automotive,988.3,995.32,985.49,991.28,2400721.9962331518,1123.33,27.0,1.246,1.54
2024-11-27,TSLA,Automotive,1079.37,1084.88,1072.52,1078.65,3604172.4232786656,2011.02,4.74,2.994,1.23
2024-11-28,TSLA,Automotive,1081.97,1096.42,1076.79,1087.39,3787480.6215934167,2993.59,25.43,1.084,1.42
2024-11-29,TSLA,Automotive,1112.73,1126.21,1099.76,1115.47,2180328.137940853,3112.61,22.71,3.42,0.63
2024-12-02,TSLA,Automotive,1168.55,1188.58,1148.53,1171.37,2535193.9876014525,3137.55,18.18,1.355,0.56
2024-12-03,TSLA,Automotive,1139.06,1137.77,1134.44,1136.36,2775829.4976432784,2860.06,10.78,2.289,0.97
2024-12-04,TSLA,Automotive,1057.16,1065.98,1051.99,1057.2,1422021.5860153253,1978.67,32.33,1.935,0.69
2024-12-05,TSLA,Automotive,990.64,1003.48,989.08,995.5,1707048.2972634565,2631.65,28.5,1.122,1.44
2024-12-06,TSLA,Automotive,954.93,965.56,948.11,956.08,874721.8930624555,943.71,32.85,1.494,1.28
2024-12-09,TSLA,Automotive,944.38,950.6,935.23,943.01,7071527.790575687,2398.98,5.67,1.404,1.07
2024-12-10,TSLA,Automotive,961.66,969.49,954.14,960.34,4867446.173722159,2553.63,22.76,2.446,0.85
2024-12-11,TSLA,Automotive,988.91,1002.67,984.46,993.34,1264769.9927601165,2846.59,31.18,1.518,0.97
2024-12-12,TSLA,Automotive,961.05,962.98,950.0,956.95,1487814.2811191948,542.26,14.1,2.164,0.8
2024-12-13,TSLA,Automotive,1027.13,1032.18,1028.16,1029.74,1262226.3532452753,2462.66,24.11,0.884,1.28
2024-12-16,TSLA,Automotive,1081.84,1079.93,1074.19,1077.62,1688290.6810552962,833.24,42.95,1.509,0.98
2024-12-17,TSLA,Automotive,1056.58,1073.74,1046.45,1059.62,3876243.7749064295,1610.08,16.97,2.489,0.6
2024-12-18,TSLA,Automotive,1149.77,1157.99,1137.87,1148.99,24413109.20199216,2663.22,32.58,0.0,0.96
2024-12-19,TSLA,Automotive,1172.9,1179.85,1168.84,1174.01,2402137.499806174,822.4,14.68,0.0,1.8
2024-12-20,TSLA,Automotive,1173.39,1184.99,1159.24,1172.44,4553613.386187007,2896.15,36.85,2.535,1.46
2024-12-23,TSLA,Automotive,1135.13,1148.34,1123.65,1135.16,3006501.2891329066,613.25,35.82,0.304,1.14
2024-12-24,TSLA,Automotive,1086.56,1107.15,1078.62,1091.99,3876674.3369938107,2333.32,16.95,1.258,1.28
2024-12-25,TSLA,Automotive,1127.23,1138.22,1123.59,1128.91,2677518.6524764663,2835.89,28.02,0.826,1.57
2024-12-26,TSLA,Automotive,1128.3,1145.6,1119.45,1133.84,7331878.857618566,1933.8,28.11,0.543,1.96
2024-12-27,TSLA,Automotive,1153.93,1159.37,1141.94,1151.82,4959587.6851865025,1602.82,24.75,2.889,1.58
2024-12-30,TSLA,Automotive,1111.06,1109.7,1104.4,1107.15,3256416.975409577,2685.27,25.02,0.239,0.82
2024-12-31,TSLA,Automotive,1128.04,1139.93,1119.04,1129.34,5137760.057427493,1175.75,27.24,2.432,0.86
2022-01-03,JPM,Finance,130.81,132.16,129.66,130.79,5617157.609917876,269.11,28.0,2.393,0.89
2022-01-04,JPM,Finance,128.15,128.44,127.54,127.99,2173219.532513835,197.56,24.37,2.125,1.53
2022-01-05,JPM,Finance,128.17,129.29,125.54,127.57,3994604.3020271594,280.99,16.32,0.17,1.17
2022-01-06,JPM,Finance,130.57,131.12,130.74,130.89,1304149.0768477255,225.95,12.08,0.0,0.08
2022-01-07,JPM,Finance,131.24,132.87,130.36,131.43,3893653.7858546623,276.95,25.04,2.34,1.08
2022-01-10,JPM,Finance,134.51,135.62,133.03,134.14,2418103.558075689,238.48,19.33,0.0,0.92
2022-01-11,JPM,Finance,137.82,139.36,137.0,138.03,3718704.506811215,185.43,9.0,2.182,1.03
2022-01-12,JPM,Finance,140.22,140.9,139.23,140.21,3549128.6322010057,417.16,28.61,1.479,1.09
2022-01-13,JPM,Finance,140.68,142.19,140.56,141.32,1690274.8989527288,251.4,19.16,2.576,1.0
2022-01-14,JPM,Finance,141.22,142.06,140.3,141.13,3623091.2502203034,371.52,31.49,1.231,0.39
2022-01-17,JPM,Finance,140.85,142.0,138.96,140.67,2263746.729545862,168.36,18.9,0.0,1.54
2022-01-18,JPM,Finance,139.38,141.22,138.93,139.96,6244278.07354869,331.58,16.88,0.0,1.77
2022-01-19,JPM,Finance,142.27,143.95,141.84,142.64,6296216.602396133,182.94,38.69,2.525,0.67
2022-01-20,JPM,Finance,143.13,144.27,141.93,143.22,3774890.722663822,320.6,23.8,1.814,0.2
2022-01-21,JPM,Finance,145.78,146.28,144.46,145.37,3496166.225124268,205.57,24.08,0.165,0.99
2022-01-24,JPM,Finance,148.79,150.1,148.68,149.5,5510385.0061815055,228.75,25.0,0.597,1.01
2022-01-25,JPM,Finance,154.22,155.4,153.83,154.48,6341703.10977972,240.8,18.29,1.476,0.74
2022-01-26,JPM,Finance,155.6,157.24,155.52,156.38,9706708.412952598,427.09,21.79,0.918,1.17
2022-01-27,JPM,Finance,158.32,158.5,158.11,158.29,2750978.124251732,406.42,12.03,0.746,1.34
2022-01-28,JPM,Finance,157.81,158.68,156.98,157.81,1355297.456470185,111.08,10.14,1.694,0.88
2022-01-31,JPM,Finance,160.81,162.04,159.08,160.4,6408592.514416241,473.95,1.31,0.907,1.23
2022-02-01,JPM,Finance,157.37,159.54,156.76,158.15,9892458.454918563,334.86,20.31,1.681,0.95
2022-02-02,JPM,Finance,158.9,160.32,157.18,158.49,3435150.356969638,404.15,15.95,0.0,1.31
2022-02-03,JPM,Finance,156.42,157.43,154.54,155.81,3158265.4086435335,336.63,12.58,1.74,0.91
2022-02-04,JPM,Finance,152.18,153.78,151.25,152.45,10018597.705450224,327.19,22.49,0.889,0.62
2022-02-07,JPM,Finance,153.1,154.82,151.99,153.35,1536303.4789481969,422.22,37.67,0.904,1.02
2022-02-08,JPM,Finance,150.11,153.36,149.21,150.86,2647919.959495615,328.83,17.7,0.0,1.55
2022-02-09,JPM,Finance,149.44,150.98,148.54,149.55,2094816.712740769,229.77,21.04,0.815,1.28
2022-02-10,JPM,Finance,150.89,152.27,148.8,150.72,3335091.729470966,229.76,19.51,0.012,1.26
2022-02-11,JPM,Finance,152.65,154.21,152.43,153.23,6752249.567295684,92.81,22.86,0.997,0.65
2022-02-14,JPM,Finance,158.68,159.82,156.95,158.43,1368442.3699678376,325.33,31.73,0.326,1.24
2022-02-15,JPM,Finance,153.2,153.92,152.75,153.41,6737040.4878122425,229.34,12.84,4.84,1.23
2022-02-16,JPM,Finance,151.49,152.54,150.41,151.23,1825891.163783725,98.26,36.04,0.0,1.1
2022-02-17,JPM,Finance,146.09,147.0,145.95,146.45,4451493.759903271,229.31,17.85,2.888,0.92
2022-02-18,JPM,Finance,143.75,144.53,141.48,165.16,662443.3951161068,136.88,22.7,0.0,0.37
2022-02-21,JPM,Finance,144.76,145.91,143.32,144.69,779247.647630847,346.13,25.34,3.009,1.05
2022-02-22,JPM,Finance,144.72,146.38,143.14,144.68,2940761.2982401387,215.92,26.35,2.486,1.27
2022-02-23,JPM,Finance,140.78,140.94,140.64,140.79,7940377.110056592,241.59,25.63,3.055,0.84
2022-02-24,JPM,Finance,142.13,141.91,141.46,141.64,6853412.625837457,198.84,13.99,1.164,1.42
2022-02-25,JPM,Finance,145.5,146.12,144.81,145.42,1074502.7103953715,385.73,24.41,0.476,1.15
2022-02-28,JPM,Finance,142.39,143.16,142.56,142.88,7104557.5956156375,320.27,11.63,2.084,0.79
2022-03-01,JPM,Finance,144.14,144.37,143.49,143.96,4724910.1842755,400.2,20.07,1.407,0.91
2022-03-02,JPM,Finance,147.95,149.03,146.18,147.93,4441962.560605177,392.68,18.45,1.164,1.0
2022-03-03,JPM,Finance,145.14,146.65,144.73,145.77,,229.07,14.07,0.358,1.42
2022-03-04,JPM,Finance,145.74,146.07,145.11,145.62,2111400.237561191,328.32,26.4,1.703,1.11
2022-03-07,JPM,Finance,141.44,143.1,140.66,142.04,6462406.707763418,168.19,23.4,0.0,0.67
2022-03-08,JPM,Finance,145.69,147.94,142.8,145.37,3358271.950178533,197.43,23.43,0.0,0.43
2022-03-09,JPM,Finance,146.68,147.13,145.68,146.46,10205685.560522871,224.29,36.44,1.597,1.17
2022-03-10,JPM,Finance,144.99,146.53,143.58,145.0,4173179.053953316,328.88,25.77,1.405,1.35
2022-03-11,JPM,Finance,144.96,145.3,144.01,144.6,2272899.265560079,170.39,28.38,2.475,2.06
2022-03-14,JPM,Finance,146.64,147.48,146.21,146.96,2067539.8380943614,267.14,6.73,2.113,1.92
2022-03-15,JPM,Finance,142.95,143.34,142.63,143.02,3847326.157163793,182.87,30.02,3.14,1.69
2022-03-16,JPM,Finance,140.41,142.14,140.31,141.09,1877868.4789741593,389.22,28.24,0.257,0.67
2022-03-17,JPM,Finance,142.37,143.04,140.11,141.68,426249.69403841294,182.83,20.86,1.308,0.94
2022-03-18,JPM,Finance,143.24,144.93,142.83,143.88,8212706.96141796,96.76,16.67,1.442,0.53
2022-03-21,JPM,Finance,144.48,146.35,144.33,145.05,7219452.009853948,136.59,26.11,0.0,1.46
2022-03-22,JPM,Finance,141.54,142.24,140.78,141.54,3271969.745290896,329.23,31.51,1.895,1.5
2022-03-23,JPM,Finance,143.83,145.71,142.28,144.0,5376152.837981446,364.85,23.41,2.39,1.82
2022-03-24,JPM,Finance,147.0,147.7,146.12,146.95,5587165.696917921,305.46,25.59,0.0,0.13
2022-03-25,JPM,Finance,150.02,150.21,148.98,149.52,3388899.336922716,406.6,20.96,3.131,1.0
2022-03-28,JPM,Finance,149.12,149.85,149.41,149.63,963800.1018542049,182.63,22.27,1.545,1.85
2022-03-29,JPM,Finance,148.45,149.81,145.65,148.24,4166181.7902496774,431.4,23.42,1.06,-0.11
2022-03-30,JPM,Finance,151.21,152.06,151.75,151.94,2728668.8381482796,350.53,25.52,1.37,1.06
2022-03-31,JPM,Finance,151.23,152.46,148.72,150.8,13352156.112574603,344.51,18.08,0.0,0.91
2022-04-01,JPM,Finance,151.68,152.67,149.49,151.2,5185499.741116074,231.89,23.0,2.721,1.6
2022-04-04,JPM,Finance,153.46,154.32,152.64,153.64,5199821.808604941,311.84,12.44,0.0,1.56
2022-04-05,JPM,Finance,156.51,158.62,155.38,157.02,9261044.778892765,106.85,12.15,3.724,0.5
2022-04-06,JPM,Finance,155.64,156.3,154.18,155.16,3533149.1706200535,174.33,18.8,1.372,1.69
2022-04-07,JPM,Finance,159.31,161.65,156.25,158.66,,122.68,41.12,1.193,1.02
2022-04-08,JPM,Finance,156.59,159.02,154.36,157.26,1597162.4768148828,107.15,13.08,2.884,1.36
2022-04-11,JPM,Finance,159.59,160.86,158.18,159.46,3021299.865730547,152.24,17.21,0.0,1.28
2022-04-12,JPM,Finance,162.03,162.48,159.82,161.32,8352091.937925382,303.07,38.6,1.392,0.61
2022-04-13,JPM,Finance,161.81,162.9,159.65,161.58,1383372.5622910124,413.56,10.59,1.554,1.7
2022-04-14,JPM,Finance,158.4,159.61,156.18,157.89,2553785.212176206,132.23,17.95,2.065,1.13
2022-04-15,JPM,Finance,154.83,156.4,153.54,155.25,4591994.49019482,225.22,23.01,0.982,1.28
2022-04-18,JPM,Finance,157.3,158.72,157.04,157.93,4746321.188342406,213.94,27.36,1.858,1.39
2022-04-19,JPM,Finance,159.04,160.57,157.92,159.23,2089644.2274550593,257.86,23.1,1.191,0.51
2022-04-20,JPM,Finance,160.64,162.28,159.31,160.81,9064859.792695671,196.3,14.54,1.582,0.63
2022-04-21,JPM,Finance,160.57,160.94,159.1,160.11,1625837.3112305647,86.49,10.53,3.185,0.81
2022-04-22,JPM,Finance,159.0,160.9,157.21,159.15,3815306.2428422617,185.55,23.88,1.861,0.78
2022-04-25,JPM,Finance,160.07,161.25,159.31,160.49,2061205.2010877542,123.8,14.16,1.877,1.05
2022-04-26,JPM,Finance,160.28,161.12,158.55,159.66,898924.2553491995,130.36,27.04,1.375,0.99
2022-04-27,JPM,Finance,161.42,161.43,160.53,160.97,2004873.0169664936,439.2,24.93,0.962,1.63
2022-04-28,JPM,Finance,158.08,159.61,156.22,157.82,2620024.536928558,423.86,19.13,2.789,0.56
2022-04-29,JPM,Finance,157.65,158.31,157.98,158.12,1319861.954670033,255.87,25.89,1.582,0.91
2022-05-02,JPM,Finance,155.78,158.05,154.46,156.24,7795285.744596341,312.46,30.9,1.423,0.85
2022-05-03,JPM,Finance,156.9,157.36,156.56,156.91,3684281.2157322774,317.12,26.32,1.846,1.31
2022-05-04,JPM,Finance,154.12,154.69,153.31,154.07,4019657.2566186422,331.83,19.72,1.264,0.82
2022-05-05,JPM,Finance,157.15,158.0,156.86,157.53,3075185.8198431483,266.47,15.4,1.12,0.67
2022-05-06,JPM,Finance,152.67,155.26,151.09,153.24,3025066.226868098,427.18,23.21,1.409,1.55
2022-05-09,JPM,Finance,155.83,156.38,155.53,156.05,4871266.334736318,104.45,39.34,2.972,1.34
2022-05-10,JPM,Finance,155.17,156.61,154.28,155.28,2310895.7020116807,145.49,36.47,1.941,0.81
2022-05-11,JPM,Finance,156.28,158.08,155.79,156.98,670767.5811306484,211.86,37.66,2.589,1.67
2022-05-12,JPM,Finance,158.39,159.53,157.44,158.29,892572.6481695727,424.66,0.1,1.497,1.01
2022-05-13,JPM,Finance,156.17,158.43,154.83,156.95,4068264.0674861013,324.4,40.85,3.578,1.41
2022-05-16,JPM,Finance,155.37,156.71,155.15,155.91,2678043.2591283172,195.31,19.26,0.0,1.13
2022-05-17,JPM,Finance,158.2,160.03,157.55,158.76,20980883.663835656,83.81,29.45,0.0,0.98
2022-05-18,JPM,Finance,159.56,160.11,158.82,159.26,6145966.980638334,190.6,34.35,0.0,1.67
2022-05-19,JPM,Finance,158.56,159.35,158.08,158.58,4317892.585941063,171.83,22.63,2.552,1.34
2022-05-20,JPM,Finance,158.1,158.0,157.22,157.57,1049327.8368151255,395.14,13.53,2.163,1.67
2022-05-23,JPM,Finance,156.64,158.06,156.26,157.01,2061899.484404917,282.46,27.81,2.661,1.85
2022-05-24,JPM,Finance,161.02,163.06,158.69,161.49,6524952.733167523,148.82,28.8,0.273,0.95
2022-05-25,JPM,Finance,166.19,167.37,164.09,165.69,3774512.3595525515,230.86,14.82,2.978,1.35
2022-05-26,JPM,Finance,170.44,171.6,168.91,170.53,1686892.3335943513,353.84,30.49,0.412,1.36
2022-05-27,JPM,Finance,174.99,175.63,175.0,175.38,1427162.9842789944,499.37,17.18,0.0,0.91
2022-05-30,JPM,Finance,173.22,175.73,171.1,173.36,4769989.91445696,363.44,26.35,4.13,0.8
2022-05-31,JPM,Finance,173.5,176.32,171.65,173.63,2095362.127038016,502.69,17.15,2.599,0.62
2022-06-01,JPM,Finance,172.06,172.48,171.06,171.94,2367460.6719924966,355.53,24.53,0.001,1.78
2022-06-02,JPM,Finance,173.82,175.18,173.92,174.63,2844657.068791206,229.24,29.03,1.948,0.94
2022-06-03,JPM,Finance,173.79,176.95,172.33,174.23,8623837.198468577,374.09,37.75,2.726,1.39
2022-06-06,JPM,Finance,172.98,175.05,171.63,173.04,2767629.1054409635,219.35,24.73,0.633,1.06
2022-06-07,JPM,Finance,172.03,173.98,169.38,171.95,8727705.889541542,185.15,13.69,1.071,0.28
2022-06-08,JPM,Finance,169.29,172.25,167.98,169.87,2490737.573605303,465.51,14.47,2.121,1.1
2022-06-09,JPM,Finance,171.45,172.03,171.94,171.98,1187060.5573873052,173.81,30.4,0.0,1.15
2022-06-10,JPM,Finance,174.0,175.76,171.38,173.61,2712039.2820448847,246.23,26.5,2.801,0.48
2022-06-13,JPM,Finance,172.08,173.33,170.47,,3252734.6169439624,206.84,21.0,1.494,2.07
2022-06-14,JPM,Finance,173.57,175.68,172.66,174.32,1056205.9794410758,97.23,30.54,2.154,1.4
2022-06-15,JPM,Finance,176.22,176.87,173.85,175.36,1589363.5731141653,411.98,26.82,2.623,1.05
2022-06-16,JPM,Finance,172.46,173.9,171.44,172.58,4883784.110289922,479.96,16.63,0.0,0.38
2022-06-17,JPM,Finance,169.73,169.92,169.19,169.58,2311889.3881777762,133.52,21.06,2.333,0.91
2022-06-20,JPM,Finance,166.31,168.29,164.2,166.15,5897885.122302999,308.65,25.63,2.278,0.67
2022-06-21,JPM,Finance,167.72,168.91,167.02,167.98,1231889.3812937064,322.19,17.84,2.418,1.41
2022-06-22,JPM,Finance,171.51,172.78,170.34,171.44,1811091.9354621384,311.91,17.75,0.517,0.39
2022-06-23,JPM,Finance,162.72,163.95,161.41,162.59,5445214.215250016,398.97,27.99,0.462,0.99
2022-06-24,JPM,Finance,158.95,161.12,156.42,158.54,3532415.5968170976,389.43,13.56,2.516,1.08
2022-06-27,JPM,Finance,161.57,162.29,160.48,161.31,1011872.5432692979,355.06,24.14,1.94,1.37
2022-06-28,JPM,Finance,159.69,160.72,158.75,159.78,3932215.299133049,146.82,28.56,1.932,1.35
2022-06-29,JPM,Finance,161.4,164.52,159.44,161.9,8820705.972503617,146.25,27.8,1.75,0.56
2022-06-30,JPM,Finance,160.61,162.84,160.03,161.38,2854078.802292831,314.75,21.61,2.319,0.72
2022-07-01,JPM,Finance,161.74,163.17,160.41,161.5,2205070.200883539,102.62,17.21,1.648,0.81
2022-07-04,JPM,Finance,163.73,164.41,163.14,163.77,6777186.321957967,154.05,24.38,2.801,1.02
2022-07-05,JPM,Finance,163.7,164.19,161.69,162.94,2188180.409610361,324.16,30.53,1.884,1.11
2022-07-06,JPM,Finance,159.21,160.92,158.49,159.85,4826060.050953117,398.36,35.34,3.291,1.43
2022-07-07,JPM,Finance,159.99,162.11,159.02,160.68,2665187.5539532467,475.14,14.85,1.904,0.74
2022-07-08,JPM,Finance,158.33,160.87,156.69,158.84,1554961.1873920714,285.06,26.06,0.514,1.23
2022-07-11,JPM,Finance,164.05,164.61,163.76,164.26,2189451.7133483216,438.65,14.08,0.987,0.78
2022-07-12,JPM,Finance,162.54,163.52,162.37,163.07,676143.607261049,483.09,27.92,0.542,0.88
2022-07-13,JPM,Finance,163.72,165.44,162.16,163.78,5688615.183717844,442.5,10.59,4.302,1.0
2022-07-14,JPM,Finance,165.34,167.27,163.51,165.6,5214371.317557139,94.49,7.95,0.291,1.08
2022-07-15,JPM,Finance,169.08,168.97,167.44,168.24,3858440.2242710856,476.0,20.43,2.228,0.46
2022-07-18,JPM,Finance,171.63,172.43,169.09,170.83,2154836.7035495127,212.73,19.45,0.785,0.35
2022-07-19,JPM,Finance,173.23,174.6,172.42,173.46,5645476.671456885,357.41,19.86,0.742,1.09
2022-07-20,JPM,Finance,172.89,173.03,171.26,172.38,5053527.1570163835,397.41,21.96,0.911,0.65
